codeAiot;numeroRubrique;nature;alinea;regimeAutoriseAlinea;quantiteTotale;unite;dateMotif
"0100002804";"2710";"collecte de déchets non dangereux-DC";"2.b";"Déclaration avec contrôle";"150.000";"m3";"15/12/2025"
"0100002804";"2713";"Métaux et déchets de métaux (transit)";"1";Enregistrement;"2200.000";"m2";"15/12/2025"
"0100002804";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"750.000";"m2";"15/12/2025"
"0100002804";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"6.800";t;"15/12/2025"
"0005209273";"1434";"Liquides inflammables (remplissage ou distribution) autres que 1435";"2";Autorisation;;;"07/05/2019"
"0005209273";"4511";"Dangereux pour l'environnement aquatique de catégorie chronique 2";"1";Autorisation;"64000.000";t;"07/05/2019"
"0005213412";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"1080.0";"m3";
"0005213412";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"4.703";t;
"0003105227";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"1850.0";"m3";
"0003105227";"2713";"Métaux et déchets de métaux (transit)";"2";Déclaration;"110.0";"m2";
"0003105227";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"2";Déclaration;"600.0";"m3";
"0005201161";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"7500.0";"m2";
"0005206548";"2260";"Supérieure à 100 kW mais inférieure ou égale à 500 kW";"1.b";"Déclaration avec contrôle";"335.0";kW;
"0005206548";"1434";"Liquides inflammables (remplissage ou distribution) autres que 1435";"1.b";"Déclaration avec contrôle";"1.2";"m3/h";
"0005206548";"2410";"Supérieur à 250 kW";"1";Enregistrement;"1466.0";kW;
"0005206548";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"2";"Déclaration avec contrôle";"1880.0";"m3";
"0003100059";"2760";"Installation de stockage de déchets inertes";"3";Enregistrement;;;"01/08/2016"
"0005201262";"4734";"Produits pétroliers spécifiques et carburants de substitution";"2.c";"Déclaration avec contrôle";;;"31/08/2016"
"0005201262";"2661";"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)";"1.c";Déclaration;"1.230";"t/j";"31/08/2016"
"0005201262";"4331";"Liquides inflammables de catégorie 2 ou catégorie 3";"3";"Déclaration avec contrôle";"81.170";t;"27/02/2025"
"0005201262";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"125.000";kW;"27/02/2025"
"0005201262";"4725";"Oxygène (numéro CAS 7782-44-7)";"2";Déclaration;;;"27/02/2025"
"0005201262";"2910";Combustion;"A.1";Enregistrement;"24.790";MW;"27/02/2025"
"0005201262";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"644.000";kg;"27/02/2025"
"0005201262";"4210";"Produits explosifs (fabrication, chargement, encartouchage, conditionnement...)";"1.b";"Déclaration avec contrôle";"65.000";kg;"31/08/2016"
"0005201262";"4220";"Produits explosifs (stockage de)";"2";Enregistrement;"182.500";kg;"31/08/2016"
"0005201262";"2921";"Installations de refroidissement évaporatif";"1.a";Enregistrement;"17000.000";kW;"27/02/2025"
"0005201262";"2575";"Emploi de matières abrasives";;Déclaration;"54.000";kW;"31/08/2016"
"0005201262";"2940";"Vernis, peinture, colle, ... (application, cuisson, séchage)";"2.b";"Déclaration avec contrôle";"92.000";"kg/j";"27/02/2025"
"0005201262";"2564";"Supérieur à 200 l, mais inférieur ou égal à 1500 l";"1.c";"Déclaration avec contrôle";"250.000";L;"31/08/2016"
"0005208243";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"70000.0";"hL/an";
"0005208243";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"450.0";kW;
"0100288924";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"34610.000";"m2";"15/12/2025"
"0100288924";"4801";"Houille, coke, lignite, charbon de bois, goudron, asphalte, brais et matières bitumineuses";"2";Déclaration;"50.000";t;"15/12/2025"
"0100288924";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"534.000";kW;"15/12/2025"
"0100288924";"2521";"Centrale d'enrobage à froid de moins de 1500 t/j";"2.b";Déclaration;"1000.000";"t/j";"15/12/2025"
"0005201276";"2450";"Imprimeries ou reproduction graphique utilisant une forme imprimante";"A.a";Autorisation;"320.000";"kg/j";"19/03/2021"
"0005201276";"1532";"Stockage bois déclaré";"2.b";Déclaration;"5242.000";"m3";"19/03/2021"
"0005201276";"2910";Combustion;"A.2";"Déclaration avec contrôle";"6.510";MW;"21/10/2025"
"0005201276";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"1";Enregistrement;"35863.000";"m3";"21/10/2025"
"0005201276";"1414";"Gaz inflammables liquéfiés (remplissage ou distribution)";"3";"Déclaration avec contrôle";;;"19/03/2021"
"0005201276";"2445";"Transformation du papier, carton";"1";Enregistrement;"175.000";"t/j";"19/03/2021"
"0005200526";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"2340.0";"m3";
"0100300877";"2111";"Elevages de plus de 30 000 volailles";"1";Enregistrement;"38850.000";u;"24/12/2025"
"0005211875";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"1000.0";"m2";
"0003104899";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"2.b";Déclaration;"328.000";kW;"17/04/2020"
"0003104899";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"1500.000";"m3";"16/09/2022"
"0003104899";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"2000.000";"m3";"16/09/2022"
"0053300793";"1510";"Entrepot enregistré";"2.b";Enregistrement;"91145.000";"m3";"30/01/2025"
"0053300793";"1510";"Entrepot déclaré";"2.c";"Déclaration avec contrôle";"46200.000";"m3";"24/08/2006"
"0003103650";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"475.0";kW;
"0003103650";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"26000.0";"m2";
"0005213881";"2760";"Installation de stockage de déchets inertes";"3";Enregistrement;;;
"0005206588";"2575";"Emploi de matières abrasives";;Déclaration;"22.0";kW;
"0005206588";"2560";"Supérieure à 1 000 kW";"1";Enregistrement;"4862.0";kW;
"0005206588";"2563";"Supérieure à 500 l, mais inférieure ou égale à 7500 l";"2";"Déclaration avec contrôle";"1600.0";L;
"0005206588";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"703.0";kg;
"0005206588";"2561";"Trempé recuit, revenu des métaux et alliages";;"Déclaration avec contrôle";;;
"0005206588";"2564";"Procédés sous vide de plus de 200 l";"2";"Déclaration avec contrôle";"800.0";L;
"0100026814";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"2.b";"Déclaration avec contrôle";;;
"0100026814";"2220";"Supérieure à 10 t/j";"2.a";Enregistrement;"32.8";"t/j";
"0100026814";"2230";"Supérieure à 7 000 l/j, mais inférieure ou égale à 70 000 l/j";"2";"Déclaration avec contrôle";"33120.0";"L/j";
"0100026814";"2910";Combustion;"A.2";"Déclaration avec contrôle";"1.9";MW;
"0003102589";"1450";"Solides inflammables";"2";Déclaration;"990.000";kg;"05/10/2021"
"0003102589";"4331";"Liquides inflammables de catégorie 2 ou catégorie 3";"2";Enregistrement;"466.000";t;"05/10/2021"
"0003102589";"4421";"Peroxydes organiques type C ou type D";"2";Déclaration;"2500.000";kg;"05/10/2021"
"0003102589";"2640";"Supérieure ou égale à 2 t/j";a;Autorisation;"4.500";"t/j";"05/10/2021"
"0005200854";"2915";"Chauffage (procédé de) fluide caloporteur organique combustible";"2";Déclaration;"300.0";L;
"0005200854";"4801";"Houille, coke, lignite, charbon de bois, goudron, asphalte, brais et matières bitumineuses";"2";Déclaration;"300.0";t;
"0005200854";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"2";"Déclaration avec contrôle";"50.0";t;
"0005201405";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"2500.000";"m3";"15/05/2019"
"0005201405";"2791";"Déchets non dangereux (traitement) déclaration";"2";"Déclaration avec contrôle";"9.000";"t/j";"06/07/2023"
"0005201405";"2760";"Installation de stockage de déchets inertes";"3";Enregistrement;;;"15/05/2019"
"0005201405";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"7.000";t;"15/05/2019"
"0005201405";"2710";"collecte de déchets non dangereux-DC";"2.b";"Déclaration avec contrôle";"300.000";"m3";"15/05/2019"
"0005206265";"2410";"Supérieur à 250 kW";"1";Enregistrement;"630.0";kW;
"0005206265";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"2";"Déclaration avec contrôle";"6000.0";"m3";
"0005200907";"1510";"Entrepot déclaré";"2.c";"Déclaration avec contrôle";"48385.000";"m3";"23/11/2022"
"0005200907";"2220";"Supérieure à 10 t/j";"2.a";Enregistrement;"76.500";"t/j";"23/11/2022"
"0005200907";"2940";"Vernis, peinture, colle, ... (application, cuisson, séchage)";"2.b";"Déclaration avec contrôle";"90.000";"kg/j";"25/07/2016"
"0005200907";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"2.a";Autorisation;;;"23/11/2022"
"0005200259";"4701";"Nitrate d'ammonium";"2.a";Autorisation;;;"28/11/2016"
"0005200259";"1630";"Soude ou potasse caustique";"2";Déclaration;"162.000";t;"28/11/2016"
"0005200259";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"2.b";Déclaration;"180.000";kW;"28/11/2016"
"0005200259";"3420";acides;b;Autorisation;;;"09/11/2022"
"0005200259";"4718";"Supérieure ou égale à 6 t mais inférieure à 50 t";"2.b";"Déclaration avec contrôle";;;"09/11/2022"
"0005200259";"3110";Combustion;;Autorisation;"57.800";MW;"28/11/2016"
"0005200259";"4130";"Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation";"2.a";Autorisation;"3845.000";t;"09/11/2022"
"0005200259";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"2911.000";kW;"09/11/2022"
"0005200259";"4703";"Nitrate d?ammonium ou d?engrais hors spécification";;Autorisation;;;"28/11/2016"
"0005200259";"4735";Ammoniac;"1.a";Autorisation;;;"28/11/2016"
"0005200259";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"2";"Déclaration avec contrôle";"40.000";t;"09/11/2022"
"0005200259";"1185";"Quantité susceptible d'être présente";"2.b";Déclaration;"1231.000";kg;"09/11/2022"
"0005200259";"3430";"Fabrication d?engrais";;Autorisation;;;"09/11/2022"
"0005200259";"4702";"Engrais solides";"I.II.III.a";Autorisation;;;"09/11/2022"
"0100033999";"2510";"Carrières (exploitation de)";"1";Autorisation;;;"14/04/2025"
"0005208825";"1510";"Entrepot enregistré";"2.b";Enregistrement;"61381.0";"m3";
"0005208825";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"40.0";kW;
"0005206557";"1532";"Stockage bois déclaré";"2.b";Déclaration;"2010.000";"m3";"05/08/2016"
"0005206557";"2410";"Supérieur à 250 kW";"1";Enregistrement;"380.000";kW;"05/08/2016"
"0005208241";"2910";Combustion;"A.2";"Déclaration avec contrôle";"1.6";MW;
"0005208241";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"1600.0";kW;
"0005208241";"4718";"Supérieure ou égale à 6 t mais inférieure à 50 t";"2.b";"Déclaration avec contrôle";;;
"0005208241";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"50000.0";"hL/an";
"0005211448";"2410";"Supérieur à 250 kW";"1";Enregistrement;"334.0";kW;
"0005200795";"2450";"Imprimeries ou reproduction graphique utilisant une forme imprimante";"A.a";Autorisation;"0.000";"kg/j";"25/01/1994"
"0100286960";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"8500.000";"m3";"28/08/2025"
"0053325163";"2140";"Présentation au public d?animaux d?espèces non domestiques";;Autorisation;;;
"0053325163";"2140";"Présentation au public d?animaux d?espèces non domestiques";;Autorisation;;;
"0053325163";"2140";"Présentation au public d?animaux d?espèces non domestiques";;Autorisation;;;
"0005200708";"2260";"Supérieure à 100 kW mais inférieure ou égale à 500 kW";"1.b";"Déclaration avec contrôle";"116.0";kW;
"0005200708";"2160";"Silos plats enregistré";"1.a";Enregistrement;"17240.0";"m3";
"0003106897";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"2";Déclaration;"4500.0";"m2";
"0003106897";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"200.0";kW;
"0003106897";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.b";Déclaration;"200.0";kW;
"0005207639";"2662";"Stockage de polymères enregistré";"1";Enregistrement;"25000.000";"m3";"23/11/1814"
"0005207639";"1510";"Entrepot enregistré";"2.b";Enregistrement;"345000.000";"m3";"27/09/2023"
"0005207639";"2663";"Stockage de pneumatiques";"2.a";Enregistrement;"25000.000";"m3";"23/11/1814"
"0005207639";"1532";"Stockage bois déclaré";"2.b";Déclaration;"1450.000";"m3";"27/09/2023"
"0005207639";"2445";"Transformation du papier, carton";"2";Déclaration;"5.100";"t/j";"27/09/2023"
"0005207639";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"500.000";kW;"27/09/2023"
"0005207639";"2910";Combustion;"A.2";"Déclaration avec contrôle";"2.000";MW;"27/09/2023"
"0005207639";"2663";"Stockage de pneumatiques alvéolaires ou expansés";"1.a";Enregistrement;"25000.000";"m3";"23/11/1814"
"0005207639";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"1";Enregistrement;"50000.000";"m3";"23/11/1814"
"0005201232";"2718";"Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri)";"1";Autorisation;"5.000";t;"23/07/2014"
"0005201232";"2713";"Métaux et déchets de métaux (transit)";"1";Enregistrement;"2000.000";"m2";"23/07/2014"
"0005213380";"2715";"Transit, regroupement ou tri de déchets non dangereux de verre";;Déclaration;"60.0";"m3";
"0005213380";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"2210.0";"m3";
"0005213380";"2711";"Transit, regroupement, tri, ...équipements électriques mis au rebut";"2";"Déclaration avec contrôle";"140.0";"m3";
"0005213380";"2710";"collecte de déchets dangereux-A";"1.a";Autorisation;"9.0";t;
"0005213380";"4734";"Produits pétroliers spécifiques et carburants de substitution";"2.c";"Déclaration avec contrôle";;;
"0005213380";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"2250.0";"m3";
"0005213380";"2713";"Métaux et déchets de métaux (transit)";"2";Déclaration;"730.0";"m2";
"0005213380";"2718";"Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri)";"1";Autorisation;"49.0";t;
"0005213380";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"1090.0";"m3";
"0100040659";"1434";"Liquides inflammables (remplissage ou distribution) autres que 1435";"2";Autorisation;;;
"0005213869";"2760";"Installation de stockage de déchets inertes";"3";Enregistrement;;;
"0005211628";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"15000.000";"m3";"13/04/2010"
"0005205783";"1510";"Entrepot déclaré";"2.c";"Déclaration avec contrôle";"21100.000";"m3";"24/05/2017"
"0005205783";"4320";"Aérosols extrêmement inflammables ou inflammables de catégorie 1 ou 2";"2";Déclaration;"15.000";t;"24/05/2017"
"0005205783";"4130";"Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation";"2.b";Déclaration;"5.000";t;"24/05/2017"
"0005205783";"4120";"Toxicité aiguë catégorie 2";"2.b";Déclaration;"2.000";t;"24/05/2017"
"0005205783";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"4.400";kW;"24/05/2017"
"0005205783";"4702";"Engrais solides";"I.II.III.b";"Déclaration avec contrôle";;;"24/05/2017"
"0005205783";"1532";"Stockage bois déclaré";"2.b";Déclaration;"1474.000";"m3";"24/05/2017"
"0005205783";"4702";"Engrais solides";IV;"Déclaration avec contrôle";;;"24/05/2017"
"0005205783";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"1";Autorisation;"180.000";t;"24/05/2017"
"0005213158";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"720.000";"m3";"18/06/2020"
"0005213158";"2791";"Déchets non dangereux (traitement) déclaration";"2";"Déclaration avec contrôle";"9.000";"t/j";"18/06/2020"
"0005213158";"2716";"déchets non dangereux non inertes (transit)";"2";"Déclaration avec contrôle";"700.000";"m3";"18/06/2020"
"0005213158";"2713";"Métaux et déchets de métaux (transit)";"2";Déclaration;"130.000";"m2";"18/06/2020"
"0005213158";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"6.900";t;"18/06/2020"
"0005213158";"2718";"Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri)";"2";"Déclaration avec contrôle";"0.900";t;"18/06/2020"
"0005213158";"1435";"Stations-service";"2";"Déclaration avec contrôle";"572.000";"m3";"18/06/2020"
"0005213158";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"4635.000";"m3";"18/06/2020"
"0003102520";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"50000.0";"hL/an";
"0005213045";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"2";Déclaration;"9817.0";"m2";
"0005213045";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"350.0";kW;
"0003103122";"2781";"Installations de méthanisation de déchets non dangereux";"2.a";Autorisation;"87.000";"t/j";"30/07/2018"
"0005201382";"2250";"Alcools,eaux de vie et liqueurs (production par distillation)";"2";Enregistrement;"85.000";"hl/j";"11/03/2021"
"0005201382";"2910";Combustion;"A.2";"Déclaration avec contrôle";"2.600";MW;"11/03/2021"
